model,system,window,metric,stratum,group_mean_difference,group_median_difference,group_win_rate,ci95_low,ci95_high
A1_NO_BALANCE,IEEE39,2_10,trajectory_rmse,BELOW_HIGH,0.006881688187257918,0.006069926360036058,0.36464088397790057,0.0018986352108395145,0.011963909955631456
A1_NO_BALANCE,IEEE39,2_10,differential_rmse,BELOW_HIGH,0.0019942991989956482,-0.0003456848034961732,0.56353591160221,-0.00330476723382263,0.007740132262078015
A1_NO_BALANCE,IEEE39,10_30,trajectory_rmse,BELOW_HIGH,0.011421308127462775,0.0029914499991621885,0.43646408839779005,0.005101062769343869,0.017893459038081292
A1_NO_BALANCE,IEEE39,10_30,differential_rmse,BELOW_HIGH,0.012547442332159157,8.228529968309388e-05,0.4861878453038674,0.006098318639546208,0.019907514332906287
A2_NO_SPATIAL,NPCC140,full,trajectory_rmse,BELOW_HIGH,-0.0010335750435285429,-0.0012597751930883295,0.6176470588235294,-0.0034501765319855117,0.001787521528558588
A2_NO_SPATIAL,NPCC140,full,differential_rmse,BELOW_HIGH,-0.0036468907840985273,-0.001069505629145678,0.7941176470588235,-0.008826342797078572,0.0016566929734290175
A2_NO_SPATIAL,NPCC140,0_2,trajectory_rmse,BELOW_HIGH,-0.008800343804308736,-0.007691872886241486,0.9705882352941176,-0.010532148315720016,-0.007169001833545998
A2_NO_SPATIAL,NPCC140,0_2,differential_rmse,BELOW_HIGH,-0.007854375964519263,-0.00428163507639326,0.8088235294117647,-0.011866434961063698,-0.004596510915274397
A2_NO_SPATIAL,NPCC140,2_10,trajectory_rmse,BELOW_HIGH,0.0015642357318221918,0.0006915397620702819,0.375,0.0006777847783790514,0.0026969331890208934
A2_NO_SPATIAL,NPCC140,2_10,differential_rmse,BELOW_HIGH,0.0003414721206225232,-0.0005594045816638147,0.875,-0.0011255279805078425,0.0023394007593901217
A2_NO_SPATIAL,NPCC140,10_30,trajectory_rmse,BELOW_HIGH,0.0025397703622422334,0.0006558105064487191,0.375,0.000531111147495942,0.0058105357460290115
A2_NO_SPATIAL,NPCC140,10_30,differential_rmse,BELOW_HIGH,0.003350217079801412,-0.0002545405293305996,0.7142857142857143,-0.0007820299307381059,0.009335747766621058
A2_NO_SPATIAL,IEEE39,full,trajectory_rmse,BELOW_HIGH,0.009262120373178404,-1.567393528239657e-05,0.5043478260869565,0.0028294114409788736,0.016356624942541028
A2_NO_SPATIAL,IEEE39,full,differential_rmse,BELOW_HIGH,0.0081132110647443,-0.0022841034757145303,0.7739130434782608,-0.0032662037569859033,0.020412861779360567
A2_NO_SPATIAL,IEEE39,0_2,trajectory_rmse,BELOW_HIGH,-0.002355076582608175,-0.003040745826650154,0.6043478260869565,-0.005351848269826572,0.0010432421363924292
A2_NO_SPATIAL,IEEE39,0_2,differential_rmse,BELOW_HIGH,-0.00798447864267803,-0.005223109376765611,0.8260869565217391,-0.013226104819493715,-0.002093912966571214
A2_NO_SPATIAL,IEEE39,2_10,trajectory_rmse,BELOW_HIGH,0.013784686504867161,0.003615036064896593,0.39779005524861877,0.005324016961667191,0.023205589631926093
A2_NO_SPATIAL,IEEE39,2_10,differential_rmse,BELOW_HIGH,0.014817244651153933,-0.0015260866442285137,0.7237569060773481,0.0006370413600519948,0.031172293628688532
A2_NO_SPATIAL,IEEE39,10_30,trajectory_rmse,BELOW_HIGH,0.01560664686495547,0.003751689620467608,0.44751381215469616,0.006839157984637336,0.025482412481650674
A2_NO_SPATIAL,IEEE39,10_30,differential_rmse,BELOW_HIGH,0.023691359274625512,-0.001484034585287186,0.7513812154696132,0.009154429827451844,0.04052819706489013
A3_F_ONLY,NPCC140,full,trajectory_rmse,BELOW_HIGH,0.0024309718540626514,-0.00013010760670477823,0.5441176470588235,-0.0012966710502497901,0.007654489683290033
A3_F_ONLY,NPCC140,full,differential_rmse,BELOW_HIGH,0.0022121848921139243,-0.0004131031706839993,0.6323529411764706,-0.00465268133626331,0.011020277517493576
A3_F_ONLY,NPCC140,0_2,trajectory_rmse,BELOW_HIGH,0.001021129850586747,8.98574683326885e-05,0.4852941176470588,-0.0011577844197490413,0.0032642161670379593
A3_F_ONLY,NPCC140,0_2,differential_rmse,BELOW_HIGH,-0.003631000468174152,-0.0018019383196249174,0.7352941176470589,-0.0061749027012354555,-0.0014461414869942784
A3_F_ONLY,NPCC140,2_10,trajectory_rmse,BELOW_HIGH,0.0015902021732125866,-0.0003870865023209751,0.5714285714285714,-0.000131712515705188,0.00414855091563329
A3_F_ONLY,NPCC140,2_10,differential_rmse,BELOW_HIGH,0.0022455226366415158,0.00017498035701379768,0.375,0.00015455185752467435,0.005611566260936499
A3_F_ONLY,NPCC140,10_30,trajectory_rmse,BELOW_HIGH,0.002871536276859602,-0.0002934800116424223,0.5535714285714286,-0.0014852798905556595,0.009764169983014456
A3_F_ONLY,NPCC140,10_30,differential_rmse,BELOW_HIGH,0.007692732956487746,4.337526723065767e-05,0.48214285714285715,-0.0018106240302174102,0.020719473690678857
A3_F_ONLY,IEEE39,full,trajectory_rmse,BELOW_HIGH,0.004104946124722663,0.0029729077274805774,0.3652173913043478,0.0009409988390068977,0.007170139980472836
A3_F_ONLY,IEEE39,full,differential_rmse,BELOW_HIGH,-0.004066336069319659,-0.00045918747496991215,0.591304347826087,-0.008836000781370276,0.0003436513234880051
A3_F_ONLY,IEEE39,0_2,trajectory_rmse,BELOW_HIGH,0.002408073595246061,0.0016164621240626295,0.41739130434782606,0.0008179856017212341,0.003963198993208534
A3_F_ONLY,IEEE39,0_2,differential_rmse,BELOW_HIGH,-0.00273906756889438,-0.001612414845315888,0.6695652173913044,-0.00518499162800745,-0.0004333445982919673
A3_F_ONLY,IEEE39,2_10,trajectory_rmse,BELOW_HIGH,0.0036074773004457113,0.004894082869440628,0.35911602209944754,-0.000317706998081202,0.007173615628430532
A3_F_ONLY,IEEE39,2_10,differential_rmse,BELOW_HIGH,-0.007972236680062823,-0.00019523753549962504,0.5414364640883977,-0.014552640337585588,-0.0021466904745572916
A3_F_ONLY,IEEE39,10_30,trajectory_rmse,BELOW_HIGH,0.005404793053325063,0.003750172350871908,0.3867403314917127,0.000993005142482351,0.009837832269187302
